,text,phonetics,pronounciation_guide_hr,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
968,"Thought I, and a worthy fool he proved.",TH_AO1_T AY1 AH0_N_D AH0 W_ER1|DH_IY0 F_UW1_L HH_IY1 P_R_UW1_V_D,thawt ay uhnd uh wuhr|thee fool hee proovd,Thought I and a wor|thy fool he proved,[],[],"['1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['TH_AO1_T'], ['AY1'], ['AH0_N_D', 'AE1_N_D'], ['AH0', 'EY1'], ['W_ER1|DH_IY0'], ['F_UW1_L'], ['HH_IY1'], ['P_R_UW1_V_D']]","[1, 1, 2, 2, 1, 1, 1, 1]"
969,A scarlet loincloth completed his costume.,EY1 S_K_AA1_R|L_AH0_T L_OY1_N|K_L_AO2_TH K_AH0_M|P_L_IY1|T_IH0_D HH_IH1_Z K_AA0_S|T_UW1_M,ey skor|luht loyn|klawth kuhm|plee|tid hiz kos|toom,A scar|let loin|cloth com|plet|ed his cos|tume,[],[],"['acronym', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset']","[['EY1'], ['S_K_AA1_R|L_AH0_T'], ['L_OY1_N|K_L_AO2_TH'], ['K_AH0_M|P_L_IY1|T_IH0_D', 'K_AH0_M|P_L_IY1|T_IH0_D'], ['HH_IH1_Z', 'HH_IH0_Z'], ['K_AA0_S|T_UW1_M', 'K_AA1_S|T_UW0_M']]","[1, 1, 1, 2, 2, 2]"
970,I like to speculate upon the glorious future of man.,AY1 L_AY1_K T_UW1 S_P_EH1|K_Y_AH0|L_EY2_T AH0|P_AA1_N DH_AH0 G_L_AO1|R_IY0|AH0_S F_Y_UW1|CH_ER0 AH1_V M_AE1_N,ay layk too spe|kyuh|leyt uh|pon thuh glaw|ree|uhs fyoo|chuhr uhv man,I like to spec|u|late up|on the glo|ri|ous fu|ture of man,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AY1'], ['L_AY1_K'], ['T_UW1', 'T_IH0', 'T_AH0'], ['S_P_EH1|K_Y_AH0|L_EY2_T'], ['AH0|P_AA1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['G_L_AO1|R_IY0|AH0_S'], ['F_Y_UW1|CH_ER0'], ['AH1_V'], ['M_AE1_N']]","[1, 1, 3, 1, 1, 3, 1, 1, 1, 1]"
971,Christmas is an easy problem compared with a Polynesian giving-feast.,K_R_IH1|S_M_AH0_S IH1_Z AE1_N IY1|Z_IY0 P_R_AA1|B_L_AH0_M K_AH0_M|P_EH1_R_D W_IH1_DH AH0 P_AA2|L_IH2|N_IY1|ZH_AH0_N G_IH1|V_IH0_NG-F_IY1_S_T,kri|smuhs iz an ee|zee pro|bluhm kuhm|perd with uh po|li|nee|juhn gi|ving-feest,Christ|mas is an eas|y prob|lem com|pared with a Pol|y|ne|sian giv|ing-feast,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset-1 vowel = 1 syl']","[['K_R_IH1|S_M_AH0_S'], ['IH1_Z', 'IH0_Z'], ['AE1_N', 'AH0_N'], ['IY1|Z_IY0'], ['P_R_AA1|B_L_AH0_M'], ['K_AH0_M|P_EH1_R_D'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['AH0', 'EY1'], ['P_AA2|L_IH2|N_IY1|ZH_AH0_N'], ['G_IH1|V_IH0_NG-F_IY1_S_T']]","[1, 2, 2, 1, 1, 1, 4, 2, 1, 1]"
972,He had peeled off his shirt and was wildly waving it.,HH_IY1 HH_AE1_D P_IY1_L_D AO1_F HH_IH1_Z SH_ER1_T AH0_N_D W_AA1_Z W_AY1_L|D_L_IY0 W_EY1|V_IH0_NG IH1_T,hee had peeld awf hiz shuhrt uhnd woz wayl|dlee wey|ving it,He had peeled off his shirt and was wild|ly wav|ing it,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl']","[['HH_IY1'], ['HH_AE1_D'], ['P_IY1_L_D'], ['AO1_F'], ['HH_IH1_Z', 'HH_IH0_Z'], ['SH_ER1_T'], ['AH0_N_D', 'AE1_N_D'], ['W_AA1_Z', 'W_AH0_Z'], ['W_AY1_L|D_L_IY0'], ['W_EY1|V_IH0_NG'], ['IH1_T', 'IH0_T']]","[1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2]"
973,And how would we ever find ourselves.,AH0_N_D HH_AW1 W_UH1_D W_IY1 EH1|V_ER0 F_AY1_N_D AA0_R|S_EH1_L_V_Z,uhnd hau wud wee e|vuhr faynd or|selvz,And how would we ev|er find our|selves,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['AH0_N_D', 'AE1_N_D'], ['HH_AW1'], ['W_UH1_D'], ['W_IY1'], ['EH1|V_ER0'], ['F_AY1_N_D'], ['AW0|ER0|S_EH1_L_V_Z', 'AA0_R|S_EH1_L_V_Z']]","[2, 1, 1, 1, 1, 1, 2]"
974,I defy any man to get a Solomon Island sore in California.,AY1 D_IH0|F_AY1 EH1|N_IY0 M_AE1_N T_UW1 G_EH1_T AH0 S_AA1|L_AH0|M_AH0_N AY1|L_AH0_N_D S_AO1_R IH0_N K_AE2|L_AH0|F_AO1_R_N|Y_AH0,ay di|fay e|nee man too get uh so|luh|muhn ay|luhnd sawr in ka|luh|fawrn|yuh,I de|fy an|y man to get a Sol|o|mon Is|land sore in Cal|i|for|nia,[],[],"['acronym', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['AY1'], ['D_IH0|F_AY1'], ['EH1|N_IY0'], ['M_AE1_N'], ['T_UW1', 'T_IH0', 'T_AH0'], ['G_EH1_T', 'G_IH1_T'], ['AH0', 'EY1'], ['S_AA1|L_AH0|M_AH0_N'], ['AY1|L_AH0_N_D'], ['S_AO1_R'], ['IH0_N', 'IH1_N'], ['K_AE2|L_AH0|F_AO1_R_N|Y_AH0']]","[1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 2, 1]"
975,A bush chief had died a natural death.,EY1 B_UH1_SH CH_IY1_F HH_AE1_D D_AY1_D AH0 N_AE1|CH_ER0|AH0_L D_EH1_TH,ey bush cheef had dayd uh na|chuhr|uhl deth,A bush chief had died a nat|u|ral death,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['EY1'], ['B_UH1_SH'], ['CH_IY1_F'], ['HH_AE1_D'], ['D_AY1_D'], ['AH0', 'EY1'], ['N_AE1|CH_ER0|AH0_L', 'N_AE1|CH_R_AH0_L'], ['D_EH1_TH']]","[1, 1, 1, 1, 1, 2, 2, 1]"
976,The skipper's and Nakata's gymnastics served as a translation without words.,DH_AH0 S_K_IH1|P_ER0_Z AH0_N_D N_AA0|K_AA1|T_AH0_Z JH_IH0_M|N_AE1_S|T_IH0_K_S S_ER1_V_D AE1_Z AH0 T_R_AE0_N|Z_L_EY1|SH_AH0_N W_IH0|TH_AW1_T W_ER1_D_Z,thuh ski|puhrz uhnd no|ko|tuhz djim|nas|tiks suhrvd az uh tran|zley|shuhn wi|thaut wuhrdz,The ski|pper's and Na|ka|ta's gym|nas|tics served as a trans|la|tion with|out words,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'SonoriPy', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_K_IH1|P_ER0_Z'], ['AH0_N_D', 'AE1_N_D'], ['N_AA0|K_AA1|T_AH0_Z'], ['JH_IH0_M|N_AE1_S|T_IH0_K_S'], ['S_ER1_V_D'], ['AE1_Z', 'EH1_Z'], ['AH0', 'EY1'], ['T_R_AE0_N|Z_L_EY1|SH_AH0_N', 'T_R_AE0_N|S_L_EY1|SH_AH0_N'], ['W_IH0|TH_AW1_T', 'W_IH0|DH_AW1_T'], ['W_ER1_D_Z']]","[3, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1]"
977,Last night he showed all the symptoms of coming down with pneumonia.,L_AE1_S_T N_AY1_T HH_IY1 SH_OW1_D AO1_L DH_AH0 S_IH1_M_P|T_AH0_M_Z AH1_V K_AH1|M_IH0_NG D_AW1_N W_IH1_DH N_UW0|M_OW1_N|Y_AH0,last nayt hee showd awl thuh simp|tuhmz uhv kuh|ming daun with noo|mown|yuh,Last night he showed all the symp|toms of com|ing down with pneu|mo|nia,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['L_AE1_S_T', 'L_AE1_S'], ['N_AY1_T'], ['HH_IY1'], ['SH_OW1_D'], ['AO1_L'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_IH1_M_P|T_AH0_M_Z'], ['AH1_V'], ['K_AH1|M_IH0_NG'], ['D_AW1_N'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['N_UW0|M_OW1_N|Y_AH0', 'N_AH0|M_OW1_N|Y_AH0']]","[2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 2]"
978,My idea was that he would have more influence over the natives.,M_AY1 AY0|D_IY1|AH0 W_AA1_Z DH_AE1_T HH_IY1 W_UH1_D HH_AE1_V M_AO1_R IH1_N|F_L_UW0|AH0_N_S OW1|V_ER0 DH_AH0 N_EY1|T_IH0_V_Z,may ay|dee|uh woz that hee wud hav mawr in|floo|uhns ow|vuhr thuh ney|tivz,My i|de|a was that he would have more in|flu|ence o|ver the na|tives,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'SonoriPy']","[['M_AY1'], ['AY0|D_IY1|AH0'], ['W_AA1_Z', 'W_AH0_Z'], ['DH_AE1_T', 'DH_AH0_T'], ['HH_IY1'], ['W_UH1_D'], ['HH_AE1_V'], ['M_AO1_R'], ['IH1_N|F_L_UW0|AH0_N_S'], ['OW1|V_ER0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['N_EY1|T_IH0_V_Z']]","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1]"
979,It is merely the simple superlative.,IH1_T IH1_Z M_IH1_R|L_IY0 DH_AH0 S_IH1_M|P_AH0_L S_UH0|P_ER1|L_AH0|T_IH0_V,it iz mir|lee thuh sim|puhl su|puhr|luh|tiv,It is mere|ly the sim|ple su|per|la|tive,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset']","[['IH1_T', 'IH0_T'], ['IH1_Z', 'IH0_Z'], ['M_IH1_R|L_IY0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_IH1_M|P_AH0_L'], ['S_UH0|P_ER1|L_AH0|T_IH0_V']]","[2, 2, 1, 3, 1, 1]"
980,I made no more overtures.,AY1 M_EY1_D N_OW1 M_AO1_R OW1|V_ER0|CH_UH2_R_Z,ay meyd now mawr ow|vuhr|churz,I made no more o|ver|tures,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['AY1'], ['M_EY1_D'], ['N_OW1'], ['M_AO1_R'], ['OW1|V_ER0|CH_UH2_R_Z']]","[1, 1, 1, 1, 1]"
981,"Among my minor afflictions, I may mention a new and mysterious one.",AH0|M_AH1_NG M_AY1 M_AY1|N_ER0 AH0|F_L_IH1|K_SH_AH0_N_Z AY1 M_EY1 M_EH1_N|SH_AH0_N AH0 N_UW1 AH0_N_D M_IH0_S|T_IH1|R_IY0|AH0_S W_AH1_N,uh|muhng may may|nuhr uh|fli|kshuhnz ay mey men|shuhn uh noo uhnd mis|ti|ree|uhs wuhn,A|mong my mi|nor a|ffli|ctions I may men|tion a new and mys|te|ri|ous one,[],[],"['dataset', '1 vowel = 1 syl', 'dataset', 'SonoriPy', 'acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['AH0|M_AH1_NG'], ['M_AY1'], ['M_AY1|N_ER0'], ['AH0|F_L_IH1|K_SH_AH0_N_Z'], ['AY1'], ['M_EY1'], ['M_EH1_N|SH_AH0_N'], ['AH0', 'EY1'], ['N_UW1', 'N_Y_UW1'], ['AH0_N_D', 'AE1_N_D'], ['M_IH0_S|T_IH1|R_IY0|AH0_S'], ['W_AH1_N']]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]"
982,The voyage was our idea of a good time.,DH_AH0 V_OY1|AH0_JH W_AA1_Z AW1_R AY0|D_IY1|AH0 AH1_V AH0 G_UH1_D T_AY1_M,thuh voy|uhdj woz aur ay|dee|uh uhv uh gud taym,The voy|age was our i|de|a of a good time,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['V_OY1|AH0_JH', 'V_OY1|IH0_JH'], ['W_AA1_Z', 'W_AH0_Z'], ['AW1|ER0', 'AW1_R', 'AA1_R'], ['AY0|D_IY1|AH0'], ['AH1_V'], ['AH0', 'EY1'], ['G_UH1_D', 'G_IH0_D'], ['T_AY1_M']]","[3, 2, 2, 3, 1, 1, 2, 2, 1]"
983,"At sea, Tuesday, March 17, 1908.",AE1_T S_IY1 T_UW1_Z|D_IY0 M_AA1_R_CH S_EH2|V_AH0_N|T_IY1_N {N_AY2_N|T_IY1_N OW1 EY1_T,at see tooz|dee morch se|vuhn|teen {nayn|teen ow eyt,At sea Tues|day March sev|en|teen {nine|teen oh eight},[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AE1_T'], ['S_IY1'], ['T_UW1_Z|D_IY0', 'T_UW1_Z|D_EY2', 'T_Y_UW1_Z|D_EY2'], ['M_AA1_R_CH'], ['S_EH2|V_AH0_N|T_IY1_N'], ['N_AY2_N|T_IY1_N'], ['OW1'], ['EY1_T']]","[1, 1, 3, 1, 1, 1, 1, 1]"
984,"Yes, sir, he answered, with cheerful alacrity.",Y_EH1_S S_ER1 HH_IY1 AE1_N|S_ER0_D W_IH1_DH CH_IH1_R|F_AH0_L AH0|L_AE1|K_R_AH0|T_IY0,yes suhr hee an|suhrd with chir|fuhl uh|la|kruh|tee,Yes sir he an|swered with cheer|ful a|lac|ri|ty,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', 'dataset']","[['Y_EH1_S'], ['S_ER1'], ['HH_IY1'], ['AE1_N|S_ER0_D'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['CH_IH1_R|F_AH0_L'], ['AH0|L_AE1|K_R_AH0|T_IY0']]","[1, 1, 1, 1, 4, 1, 1]"
985,I was still weak from my prolonged immersion.,AY1 W_AA1_Z S_T_IH1_L W_IY1_K F_R_AH1_M M_AY1 P_R_AH0|L_AO1_NG_D IH2|M_ER1|ZH_AH0_N,ay woz stil week fruhm may pruh|lawngd i|muhr|juhn,I was still weak from my pro|longed im|mer|sion,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset']","[['AY1'], ['W_AA1_Z', 'W_AH0_Z'], ['S_T_IH1_L'], ['W_IY1_K'], ['F_R_AH1_M'], ['M_AY1'], ['P_R_AH0|L_AO1_NG_D'], ['IH2|M_ER1|ZH_AH0_N']]","[1, 2, 1, 1, 1, 1, 1, 1]"
986,"The boy hesitated, then mastered his temper.",DH_AH0 B_OY1 HH_EH1|Z_IH0|T_EY2|T_IH0_D DH_EH1_N M_AE1_S|T_ER0_D HH_IH1_Z T_EH1_M|P_ER0,thuh boy he|zi|tey|tid then mas|tuhrd hiz tem|puhr,The boy hes|i|tat|ed then mas|tered his tem|per,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['B_OY1'], ['HH_EH1|Z_IH0|T_EY2|T_IH0_D'], ['DH_EH1_N'], ['M_AE1_S|T_ER0_D'], ['HH_IH1_Z', 'HH_IH0_Z'], ['T_EH1_M|P_ER0']]","[3, 1, 1, 1, 1, 2, 1]"
987,"I was beneath the water, suffocating and drowning.",AY1 W_AA1_Z B_IH0|N_IY1_TH DH_AH0 W_AO1|T_ER0 S_AH1|F_AH0|K_EY2|T_IH0_NG AH0_N_D D_R_AW1|N_IH0_NG,ay woz bi|neeth thuh waw|tuhr suh|fuh|key|ting uhnd drau|ning,I was be|neath the wa|ter suf|fo|cat|ing and dro|wning,[],[],"['acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'SonoriPy']","[['AY1'], ['W_AA1_Z', 'W_AH0_Z'], ['B_IH0|N_IY1_TH'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_AO1|T_ER0'], ['S_AH1|F_AH0|K_EY2|T_IH0_NG'], ['AH0_N_D', 'AE1_N_D'], ['D_R_AW1|N_IH0_NG']]","[1, 2, 1, 3, 1, 1, 2, 1]"
988,The pain from my hurt knee was agonizing.,DH_AH0 P_EY1_N F_R_AH1_M M_AY1 HH_ER1_T N_IY1 W_AA1_Z AE1|G_AH0|N_AY0|Z_IH0_NG,thuh peyn fruhm may huhrt nee woz a|guh|nay|zing,The pain from my hurt knee was ag|o|niz|ing,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['P_EY1_N'], ['F_R_AH1_M'], ['M_AY1'], ['HH_ER1_T'], ['N_IY1'], ['W_AA1_Z', 'W_AH0_Z'], ['AE1|G_AH0|N_AY0|Z_IH0_NG']]","[3, 1, 1, 1, 1, 1, 2, 1]"
989,The hunters were still arguing and roaring like some semi-human amphibious breed.,DH_AH0 HH_AH1_N|T_ER0_Z W_ER1 S_T_IH1_L AA1_R|G_Y_UW0|IH0_NG AH0_N_D R_AO1|R_IH0_NG L_AY1_K S_AH1_M S_EH1|M_IY0-HH_Y_UW1|M_AH0_N AE0_M|F_IH1|B_IY0|AH0_S B_R_IY1_D,thuh huhn|tuhrz wuhr stil or|gyoo|ing uhnd raw|ring layk suhm se|mee-hyoo|muhn am|fi|bee|uhs breed,The hun|ters were still ar|gu|ing and roar|ing like some sem|i-hu|man am|phib|i|ous breed,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset-dataset', 'dataset', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_AH1_N|T_ER0_Z'], ['W_ER1'], ['S_T_IH1_L'], ['AA1_R|G_Y_UW0|IH0_NG'], ['AH0_N_D', 'AE1_N_D'], ['R_AO1|R_IH0_NG'], ['L_AY1_K'], ['S_AH1_M'], ['S_EH1|M_IY0-HH_Y_UW1|M_AH0_N', 'S_EH1|M_IY0-Y_UW1|M_AH0_N', 'S_EH1|M_AY0-HH_Y_UW1|M_AH0_N', 'S_EH1|M_AY0-Y_UW1|M_AH0_N'], ['AE0_M|F_IH1|B_IY0|AH0_S'], ['B_R_IY1_D']]","[3, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1]"
990,"I have been robbed, sir, I amended.",AY1 HH_AE1_V B_IH1_N R_AA1_B_D S_ER1 AY1 AH0|M_EH1_N|D_IH0_D,ay hav bin robd suhr ay uh|men|did,I have been robbed sir I a|men|ded,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'acronym', 'SonoriPy']","[['AY1'], ['HH_AE1_V'], ['B_IH1_N', 'B_AH0_N', 'B_IH0_N'], ['R_AA1_B_D'], ['S_ER1'], ['AY1'], ['AH0|M_EH1_N|D_IH0_D']]","[1, 1, 3, 1, 1, 1, 1]"
991,"You were looking squeamish this afternoon, he began.",Y_UW1 W_ER1 L_UH1|K_IH0_NG S_K_W_IY1|M_IH0_SH DH_IH1_S AE2_F|T_ER0|N_UW1_N HH_IY1 B_IH0|G_AE1_N,yoo wuhr lu|king skwee|mish this af|tuhr|noon hee bi|gan,You were loo|king squeam|ish this af|ter|noon he be|gan,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['Y_UW1'], ['W_ER1'], ['L_UH1|K_IH0_NG'], ['S_K_W_IY1|M_IH0_SH'], ['DH_IH1_S', 'DH_IH0_S'], ['AE2_F|T_ER0|N_UW1_N'], ['HH_IY1'], ['B_IH0|G_AE1_N', 'B_IY0|G_AE1_N']]","[1, 1, 1, 1, 2, 1, 1, 2]"
992,How could I answer the question on the spur of the moment.,HH_AW1 K_UH1_D AY1 AE1_N|S_ER0 DH_AH0 K_W_EH1_S|CH_AH0_N AA1_N DH_AH0 S_P_ER1 AH1_V DH_AH0 M_OW1|M_AH0_N_T,hau kud ay an|suhr thuh kwes|chuhn on thuh spuhr uhv thuh mow|muhnt,How could I an|swer the ques|tion on the spur of the mo|ment,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'acronym', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['HH_AW1'], ['K_UH1_D'], ['AY1'], ['AE1_N|S_ER0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['K_W_EH1_S|CH_AH0_N', 'K_W_EH1|SH_AH0_N'], ['AA1_N', 'AO1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_P_ER1'], ['AH1_V'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['M_OW1|M_AH0_N_T']]","[1, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 1]"
993,I learned it myself in English ships.,AY1 L_ER1_N_D IH1_T M_AY2|S_EH1_L_F IH0_N IH1_NG|G_L_IH0_SH SH_IH1_P_S,ay luhrnd it may|self in ing|glish ships,I learned it my|self in Eng|lish ships,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['AY1'], ['L_ER1_N_D', 'L_ER1|N_IH0_D'], ['IH1_T', 'IH0_T'], ['M_AY2|S_EH1_L_F'], ['IH0_N', 'IH1_N'], ['IH1_NG|G_L_IH0_SH', 'IH1_NG|L_IH0_SH'], ['SH_IH1_P_S']]","[1, 2, 2, 1, 2, 2, 1]"
994,An altruistic act is an act performed for the welfare of others.,AE1_N AO2_L|T_R_UW0|IH1_S|T_IH0_K AE1_K_T IH1_Z AE1_N AE1_K_T P_ER0|F_AO1_R_M_D F_AO1_R DH_AH0 W_EH1_L|F_EH2_R AH1_V AH1|DH_ER0_Z,an awl|troo|is|tik akt iz an akt puhr|fawrmd fawr thuh wel|fer uhv uh|thuhrz,An al|tru|is|tic act is an act pe|rformed for the wel|fare of o|thers,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy']","[['AE1_N', 'AH0_N'], ['AO2_L|T_R_UW0|IH1_S|T_IH0_K'], ['AE1_K_T'], ['IH1_Z', 'IH0_Z'], ['AE1_N', 'AH0_N'], ['AE1_K_T'], ['P_ER0|F_AO1_R_M_D'], ['F_AO1_R', 'F_ER0', 'F_R_ER0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_EH1_L|F_EH2_R'], ['AH1_V'], ['AH1|DH_ER0_Z']]","[2, 1, 1, 2, 2, 1, 1, 3, 3, 1, 1, 1]"
995,"Knowing him, I review the old Scandinavian myths with clearer understanding.",N_OW1|IH0_NG HH_IH1_M AY1 R_IY2|V_Y_UW1 DH_AH0 OW1_L_D S_K_AE2_N|D_IH0|N_EY1|V_IY0|AH0_N M_IH1_TH_S W_IH1_DH K_L_IH1|R_ER0 AH2_N|D_ER0_S|T_AE1_N|D_IH0_NG,now|ing him ay ree|vyoo thuh owld skan|di|ney|vee|uhn miths with kli|ruhr uhn|duhrs|tan|ding,Know|ing him I re|view the old Scan|di|na|vi|an myths with clear|er un|der|stand|ing,[],[],"['dataset', '1 vowel = 1 syl', 'acronym', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['N_OW1|IH0_NG'], ['HH_IH1_M', 'IH0_M'], ['AY1'], ['R_IY2|V_Y_UW1'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['OW1_L_D'], ['S_K_AE2_N|D_IH0|N_EY1|V_IY0|AH0_N'], ['M_IH1_TH_S'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['K_L_IH1|R_ER0'], ['AH2_N|D_ER0_S|T_AE1_N|D_IH0_NG']]","[1, 2, 1, 1, 3, 1, 1, 1, 4, 1, 1]"
